韲,齑
際,际
薊,蓟
濺,溅
繮,缰
韁,缰
畺,疆
繳,缴
轎,轿
饉,馑
鯨,鲸
競,竞
鏡,镜
鏗,铿
絝,绔
膾,脍
鱠,脍
曠,旷
鯤,鲲
擴,扩
類,类
離,离
譚,谭
麗,丽
嚦,呖
壢,坜
櫪,枥
櫟,栎
簾,帘
臉,脸
襝,裣
遼,辽
獵,猎
鄰,邻
隣,邻
轔,辚
鯪,鲮
瀏,浏
餾,馏
嚨,咙
壟,垄
壠,垄
鏤,镂
擼,撸
廬,庐
壚,垆
櫓,橹
艪,橹
艣,橹
氌,氇
濼,泺
蟇,蟆
鏝,镘
錨,锚
懣,懑
禰,祢
鏌,镆
難,难
鯢,鲵
攆,撵
膿,脓
鍩,锘
龐,庞
鵬,鹏
騙,骗
譜,谱
胳,髂
遷,迁
簽,签
鏘,锵
蹺,跷
蹻,跷
繰,缲
譙,谯
鯖,鲭
鵲,鹊
擾,扰
薩,萨
顙,颡
騷,骚
鱢,臊
羶,膻
羴,膻
繩,绳
識,识
獸,兽
攄,摅
藷,薯
爍,烁
餿,馊
擻,擞
鏜,镗
韜,韬
鞱,韬
穩,稳
鵡,鹉
騖,骛
霧,雾
璽,玺
壐,玺
繋,系
蕭,萧
擷,撷
瀉,泻
蠏,蟹
選,选
贋,赝
遺,遗
蟻,蚁
螘,蚁
繹,绎
瀅,滢
韻,韵
蕷,蓣
贊,赞
賛,赞
鏨,錾
譖,谮
贈,赠
轍,辙
鄭,郑
騭,骘
鯔,鲻
鯫,鲰
鏃,镞
驁,骜
髈,膀
齙,龅
寳,宝
寶,宝
鰏,鲾
鯿,鳊
辮,辫
繽,缤
瀕,濒
臏,膑
鰒,鳆
覺,觉
鐝,镢
鐦,锎
鐔,镡
闡,阐
櫬,榇
籌,筹
觸,触
鄲,郸
黨,党
鐙,镫
鰈,鲽
竇,窦
鐓,镦
鶚,鹗
鰐,鳄
鱷,鳄
鐨,镄
蠔,蚝
鏵,铧
懷,怀
還,还
鰉,鳇
繼,继
鐧,锏
鐗,锏
艦,舰
齟,龃
闞,阚
嚳,喾
鄶,郐
纊,纩
礦,矿
鑛,矿
巋,岿
饋,馈
餽,馈
瀨,濑
藍,蓝
籃,篮
懶,懒
嬾,懒
鐒,铹
蠑,蝾
獺,獭
撻,挞
瀝,沥
癘,疠
礫,砾
鐐,镣
齡,龄
騮,骝
瀧,泷
櫳,栊
朧,胧
攏,拢
瀘,泸
爐,炉
鑪,炉
櫨,栌
擄,掳
羅,罗
邁,迈
顢,颟
饅,馒
鶥,鹛
聹,聍
穤,糯
稬,糯
飄,飘
飃,飘
鏷,镤
鐠,镨
臍,脐
蠐,蛴
薺,荠
騫,骞
繾,缱
鏹,镪
剠,黥
瓊,琼
鰍,鳅
勸,劝
鰓,鳃
饊,馓
騸,骟
贍,赡
釋,释
鐋,铴
騰,腾
齠,龆
鼉,鼍
騖,鹜
犧,牺
燨,曦
獻,献
瀟,潇
續,续
懸,悬
嚴,严
燿,耀
鄴,邺
議,议
譯,译
癮,瘾
嚶,嘤
罌,罂
甖,罂
瀠,潆
贏,赢
櫞,橼
譫,谵
櫧,槠
騶,驺
鰲,鳌
辯,辩
驃,骠
臕,膘
飆,飙
驂,骖
鶬,鸧
顥,颢
鶴,鹤
轟,轰
輷,轰
鐵,铁
銕,铁
蠆,虿
攙,搀
齜,呲
鷀,鹚
鶿,鹚
驄,骢
靦,腼
纏,缠
懺,忏
襯,衬
鐺,铛
躊,踌
鐸,铎
鶻,鹘
顧,顾
鰥,鳏
護,护
饑,饥
鶏,鸡
雞,鸡
躋,跻
殲,歼
鶼,鹣
繭,茧
蠒,茧
絸,茧
贐,赆
鐫,镌
鎸,镌
臘,腊
臈,腊
蠟,蜡
癩,癞
瀾,澜
斕,斓
覽,览
爛,烂
孏,烂
鐳,镭
纍,累
鰨,鳎
儷,俪
癧,疬
礪,砺
鎌,镰
鐮,镰
鎌,镰
瀲,潋
瓏,珑
礱,砻
髏,髅
騾,骡
驘,骡
獼,猕
囁,嗫
鰭,鳍
譴,谴
鞽,鞒
驅,驱
駈,驱
饒,饶
藪,薮
鰧,藤
鰷,鲦
險,险
嶮,险
嚻,嚣
鰩,鳐
藥,药
鷂,鹞
藝,艺
鐿,镱
齦,龈
鴬,莺
鷪,莺
攖,撄
櫻,樱
躍,跃
蘊,蕴
譽,誉
竈,灶
躑,踯
屬,属
囀,啭
饌,馔
巽,馔
鐲,镯
鋜,镯
齜,龇
呲,龇
郰,鄹
藹,蔼
邊,边
鰾,鳔
鱉,鳖
鑌,镔
聽,听
齪,龊
鰵,鳘
囅,冁
顫,颤
攡,摛
攛,撺
糴,籴
巓,巅
曡,叠
疊,叠
讀,读
灃,沣
驊,骅
歡,欢
懽,欢
驩,欢
貛,獾
鑊,镬
霽,霁
鑒,鉴
鑑,鉴
鍳,鉴
驕,骄
懼,惧
龕,龛
鄺,邝
籟,籁
灕,漓
藶,苈
糲,粝
鰱,鲢
藺,蔺
鷚,鹨
蘢,茏
籠,笼
聾,聋
蘆,芦
臚,胪
艫,舻
孿,孪
巒,峦
鰻,鳗
孼,孽
鷗,鸥
蘋,苹
蘄,蕲
権,权
慴,慑
懾,慑
攝,摄
灄,滠
贖,赎
蘇,苏
甦,苏
穌,苏
儻,傥
彎,弯
襲,袭
響,响
饗,飨
驍,骁
癬,癣
鱈,鳕
儼,俨
隱,隐
瓔,璎
癭,瘿
鱅,鳙
齬,龉
鷓,鹧
鑄,铸
變,变
鑣,镳
黲,黪
讎,雠
讐,雠
鱝,鲼
蠱,蛊
鱖,鳜
鷦,鹪
驚,惊
鷲,鹫
蘭,兰
顬,颥
攤,摊
灘,滩
蠣,蛎
蘞,蔹
孌,娈
孌,恋
戀,恋
鷯,鹩
鱗,鳞
麐,麟
轤,轳
鑥,镥
鷺,鹭
攣,挛
欒,栾
玀,猡
欏,椤
驀,蓦
獿,猱
櫱,蘖
鱔,鳝
鱓,鳝
鑠,铄
鷥,鸶
軆,体
縴,纤
鷳,鹇
鷼,鹇
顯,显
蘚,藓
巖,岩
喦,岩
巗,岩
鼴,鼹
驗,验
騐,验
驛,驿
纓,缨
鷸,鹬
攅,攒
臟,脏
髒,脏
皻,齇
鱒,鳟
靄,霭
壩,坝
蜯,蚌
髕,髌
鬢,鬓
鑮,镈
蠶,蚕
贛,赣
灨,赣
讒,谗
韃,鞑
癲,癫
蠧,蠹
籪,簖
鏆,罐
鑵,罐
靃,霍
羈,羁
羈,羁
撹,搅
讕,谰
蘺,蓠
籬,篱
闥,闼
癱,瘫
鱧,鳢
靈,灵
隴,陇
釀,酿
轡,辔
顰,颦
齲,龋
讓,让
齷,龌
鹽,盐
魘,魇
艷,艳
豓,艳
豔,艳
囈,呓
讛,呓
瓚,瓒
鱣,鳣
驟,骤
靉,叆
灝,灏
廳,厅
鑱,镵
躥,蹿
觀,观
鶻,鹱
鱭,鲚
髖,髋
鑭,镧
攬,揽
擥,揽
欖,榄
顱,颅
臠,脔
蘿,萝
籮,箩
蠻,蛮
躡,蹑
鑲,镶
贜,赃
纘,缵
饞,馋
鑹,镩
驥,骥
邐,逦
酈,郦
驢,驴
邏,逻
鑷,镊
釃,酾
灣,湾
躚,跹
趲,趱
躦,躜
讜,谠
黷,黩
纜,缆
鸕,鸬
鱸,鲈
灤,滦
鑾,銮
鑼,锣
顳,颞
顴,颧
驤,骧
纈,缬
讞,谳
鑽,钻
鑚,钻
籩,笾
轢,轹
躒,跞
灔,滟
鸚,鹦
鸛,鹳
驪,骊
躪,躏
驫,骉
鸝,鹂
鱺,鲡
鸞,鸾
饢,馕
